"Type";"ScopeMGLevel";"Scope";"ScopeId";"PolicyDisplayName";"PolicyDefinitionName";"PolicyDefinitionId";"PolicyVersion";"PolicyEffect";"PolicyCategory";"UniqueAssignmentsCount";"UsedInPolicySetsCount";"UsedInPolicySet4CSV";"CreatedOn";"CreatedBy";"UpdatedOn";"UpdatedBy";"ALZ";"ALZState";"ALZLatestVer";"ALZIdentificationLevel";"ALZPolicyName"
"BuiltIn";;;;"Authorize, monitor, and control voip";"e4e1f896-8a93-1151-43c7-0ad23b081ee2";"/providers/microsoft.authorization/policydefinitions/e4e1f896-8a93-1151-43c7-0ad23b081ee2";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"9";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable Rate Limit rule to protect against DDoS attacks on Azure Front Door WAF";"e52e8487-4a97-48ac-b3e6-1c3cef45d298";"/providers/microsoft.authorization/policydefinitions/e52e8487-4a97-48ac-b3e6-1c3cef45d298";"1.0.0";"Default: Audit; Allowed: Audit,Deny,Disabled";"Network";"0";"1";"Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Automate information sharing decisions";"e54901fe-42c2-7f3b-3c5f-327aa5320a69";"/providers/microsoft.authorization/policydefinitions/e54901fe-42c2-7f3b-3c5f-327aa5320a69";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"5";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Configure Microsoft Defender for APIs should be enabled";"e54d2be9-5f2e-4d65-98e4-4f0e670b23d6";"/providers/microsoft.authorization/policydefinitions/e54d2be9-5f2e-4d65-98e4-4f0e670b23d6";"1.0.3-deprecated";"Default: Disabled; Allowed: DeployIfNotExists,Disabled";"Security Center";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Allowed locations";"e56962a6-4747-49cd-b67b-bf8b01975c4c";"/providers/microsoft.authorization/policydefinitions/e56962a6-4747-49cd-b67b-bf8b01975c4c";"1.0.0";"Fixed: deny";"General";"0";"3";"[Preview]: Sovereignty Baseline - Confidential Policies (/providers/microsoft.authorization/policysetdefinitions/03de05a4-c324-4ccd-882f-a814ea8ab9ea), [Preview]: Sovereignty Baseline - Global Policies (/providers/microsoft.authorization/policysetdefinitions/c1cbff38-87c0-4b9f-9f70-035c7a3b5523), NL BIO Cloud Theme (/providers/microsoft.authorization/policysetdefinitions/6ce73208-883e-490f-a2ac-44aac3b3687f)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Preview]: Azure Key Vault Managed HSM keys using elliptic curve cryptography should have the specified curve names";"e58fd0c1-feac-4d12-92db-0a7e9421f53e";"/providers/microsoft.authorization/policydefinitions/e58fd0c1-feac-4d12-92db-0a7e9421f53e";"1.0.1-preview";"Default: Audit; Allowed: Audit,Deny,Disabled";"Key Vault";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Deploy prerequisites to audit Windows VMs configurations in 'Security Options - Accounts'";"e5b81f87-9185-4224-bf00-9f505e9f89f3";"/providers/microsoft.authorization/policydefinitions/e5b81f87-9185-4224-bf00-9f505e9f89f3";"1.2.0-deprecated";"Fixed: deployIfNotExists";"Guest Configuration";"0";"1";"[Deprecated]: Audit Windows VMs that do not match Azure compute security baseline settings (/providers/microsoft.authorization/policysetdefinitions/d618d658-b2d0-410e-9e2e-bfbfd04d09fa)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Review and update personnel security policies and procedures";"e5c5fc78-4aa5-3d6b-81bc-5fcc88b318e9";"/providers/microsoft.authorization/policydefinitions/e5c5fc78-4aa5-3d6b-81bc-5fcc88b318e9";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"7";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Manage the input, output, processing, and storage of data";"e603da3a-8af7-4f8a-94cb-1bcc0e0333d2";"/providers/microsoft.authorization/policydefinitions/e603da3a-8af7-4f8a-94cb-1bcc0e0333d2";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"12";"CIS Microsoft Azure Foundations Benchmark v1.3.0 (/providers/microsoft.authorization/policysetdefinitions/612b5213-9160-4969-8578-1518bd2a000c), CIS Microsoft Azure Foundations Benchmark v1.4.0 (/providers/microsoft.authorization/policysetdefinitions/c3f5c4d9-9a1d-4a99-85c0-7f93e384d5c5), CIS Microsoft Azure Foundations Benchmark v2.0.0 (/providers/microsoft.authorization/policysetdefinitions/06f19060-9e68-4070-92ca-f15cc126059e), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Configure subscriptions to set up preview features";"e624c84f-2923-4437-9fd9-4115c6da3888";"/providers/microsoft.authorization/policydefinitions/e624c84f-2923-4437-9fd9-4115c6da3888";"1.0.1";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"General";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable logging by category group for microsoft.networkcloud/baremetalmachines to Storage";"e6421995-539a-4ce3-854b-1c88534396cf";"/providers/microsoft.authorization/policydefinitions/e6421995-539a-4ce3-854b-1c88534396cf";"1.0.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"1";"Enable allLogs category group resource logging for supported resources to storage (/providers/microsoft.authorization/policysetdefinitions/b6b86da9-e527-49de-ac59-6af0a9db10b8)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Audit Web Applications that are not using latest supported Node.js Framework";"e67687e8-08d5-4e7f-8226-5b4753bba008";"/providers/microsoft.authorization/policydefinitions/e67687e8-08d5-4e7f-8226-5b4753bba008";"1.0.0-deprecated";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Security Center";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Audit Linux machines that do not have the passwd file permissions set to 0644";"e6955644-301c-44b5-a4c4-528577de6861";"/providers/microsoft.authorization/policydefinitions/e6955644-301c-44b5-a4c4-528577de6861";"3.1.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Guest Configuration";"0";"18";"[Deprecated]: DoD Impact Level 4 (/providers/microsoft.authorization/policysetdefinitions/8d792a84-723c-4d92-a3c3-e4ed16a2d133), [Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), [Preview]: SWIFT CSP-CSCF v2020 (/providers/microsoft.authorization/policysetdefinitions/3e0c67fc-8c7c-406c-89bd-6b6bdc986a22), [Preview]: SWIFT CSP-CSCF v2021 (/providers/microsoft.authorization/policysetdefinitions/abf84fac-f817-a70c-14b5-47eec767458a), Audit machines with insecure password security settings (/providers/microsoft.authorization/policysetdefinitions/095e4ed9-c835-4ab6-9439-b5644362a06c), Canada Federal PBMM (/providers/microsoft.authorization/policysetdefinitions/4c4a5f27-de81-430b-b4e5-9cbd50595a87), CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), IRS1075 September 2016 (/providers/microsoft.authorization/policysetdefinitions/105e0327-6175-4eb2-9af4-1fba43bdb39d), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d), UK OFFICIAL and UK NHS (/providers/microsoft.authorization/policysetdefinitions/3937f550-eedd-4639-9c5e-294358be442e)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable logging by category group for Workspaces (microsoft.desktopvirtualization/workspaces) to Storage";"e6acdfc4-25e3-4b36-9b0c-5c5743edd1b7";"/providers/microsoft.authorization/policydefinitions/e6acdfc4-25e3-4b36-9b0c-5c5743edd1b7";"1.0.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"1";"Enable allLogs category group resource logging for supported resources to storage (/providers/microsoft.authorization/policysetdefinitions/b6b86da9-e527-49de-ac59-6af0a9db10b8)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Audit Windows machines on which the specified services are not installed and 'Running'";"e6ebf138-3d71-4935-a13b-9c7fdddd94df";"/providers/microsoft.authorization/policydefinitions/e6ebf138-3d71-4935-a13b-9c7fdddd94df";"3.0.0";"Fixed: auditIfNotExists";"Guest Configuration";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Document separation of duties";"e6f7b584-877a-0d69-77d4-ab8b923a9650";"/providers/microsoft.authorization/policydefinitions/e6f7b584-877a-0d69-77d4-ab8b923a9650";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"9";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Subnets should be associated with a Network Security Group";"e71308d3-144b-4262-b144-efdc3cc90517";"/providers/microsoft.authorization/policydefinitions/e71308d3-144b-4262-b144-efdc3cc90517";"3.0.0";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Security Center";"0";"22";"[Deprecated]: Azure Security Benchmark v1 (/providers/microsoft.authorization/policysetdefinitions/42a694ed-f65e-42b2-aa9e-8052e9740a92), [Deprecated]: Azure Security Benchmark v2 (/providers/microsoft.authorization/policysetdefinitions/bb522ac1-bc39-4957-b194-429bcd3bcb0b), [Deprecated]: New Zealand ISM Restricted (/providers/microsoft.authorization/policysetdefinitions/d1a462af-7e6d-4901-98ac-61570b4ed22a), [Deprecated]: New Zealand ISM Restricted v3.5 (/providers/microsoft.authorization/policysetdefinitions/93d2179e-3068-c82f-2428-d614ae836a04), [Preview]: CMMC 2.0 Level 2 (/providers/microsoft.authorization/policysetdefinitions/4e50fd13-098b-3206-61d6-d1d78205cb45), [Preview]: New Zealand ISM (/providers/microsoft.authorization/policysetdefinitions/4f5b1359-4f8e-4d7c-9733-ea47fcde891e), [Preview]: Reserve Bank of India - IT Framework for Banks (/providers/microsoft.authorization/policysetdefinitions/d0d5578d-cc08-2b22-31e3-f525374f235a), [Preview]: Reserve Bank of India - IT Framework for NBFC (/providers/microsoft.authorization/policysetdefinitions/7f89f09c-48c1-f28d-1bd5-84f3fb22f86c), [Preview]: SWIFT CSP-CSCF v2021 (/providers/microsoft.authorization/policysetdefinitions/abf84fac-f817-a70c-14b5-47eec767458a), CIS Microsoft Azure Foundations Benchmark v1.1.0 (/providers/microsoft.authorization/policysetdefinitions/1a5bb27d-173f-493e-9568-eb56638dde4d), CMMC Level 3 (/providers/microsoft.authorization/policysetdefinitions/b5629c75-5c77-4422-87b9-2509e680f8de), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), Microsoft cloud security benchmark (/providers/microsoft.authorization/policysetdefinitions/1f3afdf9-d0c9-4c3d-847f-89da613e70a8), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), NL BIO Cloud Theme (/providers/microsoft.authorization/policysetdefinitions/6ce73208-883e-490f-a2ac-44aac3b3687f), RMIT Malaysia (/providers/microsoft.authorization/policysetdefinitions/97a6d4f1-3bed-4cf4-ac5b-0e444c0408d6), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Use privileged identity management";"e714b481-8fac-64a2-14a9-6f079b2501a4";"/providers/microsoft.authorization/policydefinitions/e714b481-8fac-64a2-14a9-6f079b2501a4";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"15";"CIS Microsoft Azure Foundations Benchmark v1.1.0 (/providers/microsoft.authorization/policysetdefinitions/1a5bb27d-173f-493e-9568-eb56638dde4d), CIS Microsoft Azure Foundations Benchmark v1.3.0 (/providers/microsoft.authorization/policysetdefinitions/612b5213-9160-4969-8578-1518bd2a000c), CIS Microsoft Azure Foundations Benchmark v1.4.0 (/providers/microsoft.authorization/policysetdefinitions/c3f5c4d9-9a1d-4a99-85c0-7f93e384d5c5), CIS Microsoft Azure Foundations Benchmark v2.0.0 (/providers/microsoft.authorization/policysetdefinitions/06f19060-9e68-4070-92ca-f15cc126059e), FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-171 Rev. 2 (/providers/microsoft.authorization/policysetdefinitions/03055927-78bd-4236-86c0-f36125a10dc9), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), PCI DSS v4 (/providers/microsoft.authorization/policysetdefinitions/c676748e-3af9-4e22-bc28-50feed564afb), SOC 2 Type 2 (/providers/microsoft.authorization/policysetdefinitions/4054785f-702b-4a98-9215-009cbd58b141), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Preview]: ChangeTracking extension should be installed on your Linux virtual machine scale sets";"e71c1e29-9c76-4532-8c4b-cb0573b0014c";"/providers/microsoft.authorization/policydefinitions/e71c1e29-9c76-4532-8c4b-cb0573b0014c";"2.0.0-preview";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Security Center";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Develop a concept of operations (CONOPS)";"e7422f08-65b4-50e4-3779-d793156e0079";"/providers/microsoft.authorization/policydefinitions/e7422f08-65b4-50e4-3779-d793156e0079";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"7";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable logging by category group for Endpoints (microsoft.cdn/profiles/endpoints) to Log Analytics";"e74570cf-1b7d-4bed-b79e-d1fd1117a39a";"/providers/microsoft.authorization/policydefinitions/e74570cf-1b7d-4bed-b79e-d1fd1117a39a";"1.0.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"1";"Enable allLogs category group resource logging for supported resources to Log Analytics (/providers/microsoft.authorization/policysetdefinitions/0884adba-2312-4468-abeb-5422caed1038)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Establish a secure software development program";"e750ca06-1824-464a-2cf3-d0fa754d1cb4";"/providers/microsoft.authorization/policydefinitions/e750ca06-1824-464a-2cf3-d0fa754d1cb4";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"8";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), HITRUST/HIPAA (/providers/microsoft.authorization/policysetdefinitions/a169a624-5599-4385-a696-c8d643089fab), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Advanced Threat Protection types should be set to 'All' in SQL server Advanced Data Security settings";"e756b945-1b1b-480b-8de8-9a0859d5f7ad";"/providers/microsoft.authorization/policydefinitions/e756b945-1b1b-480b-8de8-9a0859d5f7ad";"1.0.0-deprecated";"Default: Disabled; Allowed: AuditIfNotExists,Disabled";"SQL";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"Ensure access agreements are signed or resigned timely";"e7589f4e-1e8b-72c2-3692-1e14d7f3699f";"/providers/microsoft.authorization/policydefinitions/e7589f4e-1e8b-72c2-3692-1e14d7f3699f";"1.1.0";"Default: Manual; Allowed: Disabled,Manual";"Regulatory Compliance";"0";"7";"FedRAMP High (/providers/microsoft.authorization/policysetdefinitions/d5264498-16f4-418a-b659-fa7ef418175f), FedRAMP Moderate (/providers/microsoft.authorization/policysetdefinitions/e95f5a9f-57ad-4d03-bb0b-b1d16db93693), ISO 27001:2013 (/providers/microsoft.authorization/policysetdefinitions/89c6cddc-1c73-4ac1-b19c-54d1a15a42f2), NIST SP 800-53 Rev. 4 (/providers/microsoft.authorization/policysetdefinitions/cf25b9c1-bd23-4eb6-bd2c-f4f3ac644a5f), NIST SP 800-53 Rev. 5 (/providers/microsoft.authorization/policysetdefinitions/179d1daa-458f-4e47-8086-2a68d0d6c38f), Spain ENS (/providers/microsoft.authorization/policysetdefinitions/175daf90-21e1-4fec-b745-7b4c909aa94c), SWIFT CSP-CSCF v2022 (/providers/microsoft.authorization/policysetdefinitions/7bc7cd6c-4114-ff31-3cac-59be3157596d)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Allowed locations for resource groups";"e765b5de-1225-4ba3-bd56-1ac6695af988";"/providers/microsoft.authorization/policydefinitions/e765b5de-1225-4ba3-bd56-1ac6695af988";"1.0.0";"Fixed: deny";"General";"0";"3";"[Preview]: Sovereignty Baseline - Confidential Policies (/providers/microsoft.authorization/policysetdefinitions/03de05a4-c324-4ccd-882f-a814ea8ab9ea), [Preview]: Sovereignty Baseline - Global Policies (/providers/microsoft.authorization/policysetdefinitions/c1cbff38-87c0-4b9f-9f70-035c7a3b5523), NL BIO Cloud Theme (/providers/microsoft.authorization/policysetdefinitions/6ce73208-883e-490f-a2ac-44aac3b3687f)";;;;;"False";"";"";"";""
"BuiltIn";;;;"Enable logging by category group for Caches (microsoft.cache/redisenterprise/databases) to Storage";"e76ef589-c7d6-42cf-a61a-13471f6f50cd";"/providers/microsoft.authorization/policydefinitions/e76ef589-c7d6-42cf-a61a-13471f6f50cd";"1.0.0";"Default: DeployIfNotExists; Allowed: AuditIfNotExists,DeployIfNotExists,Disabled";"Monitoring";"0";"2";"Enable allLogs category group resource logging for supported resources to storage (/providers/microsoft.authorization/policysetdefinitions/b6b86da9-e527-49de-ac59-6af0a9db10b8), Enable audit category group resource logging for supported resources to storage (/providers/microsoft.authorization/policysetdefinitions/8d723fb6-6680-45be-9d37-b1a4adb52207)";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Deprecated]: Audit Web Sockets state for a Web Application";"e797f851-8be7-4c40-bb56-2e3395215b0e";"/providers/microsoft.authorization/policydefinitions/e797f851-8be7-4c40-bb56-2e3395215b0e";"1.0.0-deprecated";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Security Center";"0";"0";"";;;;;"False";"";"";"";""
"BuiltIn";;;;"[Preview]: Linux machines with OMI installed should have version 1.6.8-1 or later";"e79ffbda-ff85-465d-ab8e-7e58a557660f";"/providers/microsoft.authorization/policydefinitions/e79ffbda-ff85-465d-ab8e-7e58a557660f";"1.2.0-preview";"Default: AuditIfNotExists; Allowed: AuditIfNotExists,Disabled";"Guest Configuration";"0";"0";"";;;;;"False";"";"";"";""
